simples	138	225	114	0.3399000000000001	59	64	47	pA_I
sur	129	141	120	0.6299999999999955	54	65	46	pA_I
ces	124	133	114	0.19000000000000483	56	64	51	pA_I
questions	127	144	114	0.29999999999999716	59	65	54	pA_I
de	118	125	114	0.10000000000000142	60	64	56	pA_I
compatibilité	123	136	115	0.8299999999999983	62	69	54	pA_I
euh	109	119	106	0.3999999999999986	62	65	53	pA_I
est	NA	NA	NA	0.10000000000000142	57	61	52	pA_I
ce	NA	NA	NA	0.10000000000000142	55	56	53	pA_I
qu'	NA	NA	NA	0.030000000000001137	58	62	57	pA_I
il	NA	NA	NA	0.030000000000001137	58	62	57	pA_I
y	144	150	139	0.03999999999999915	65	66	65	pA_I
a	138	139	137	0.019899999999999807	65	66	65	pA_I
un	130	137	123	0.06009999999999849	65	66	65	pA_I
sens	136	148	123	0.3400000000000034	61	66	56	pA_I
linguistique	127	146	113	0.5399999999999992	59	65	53	pA_I
construit	128	141	116	0.46999999999999886	60	67	49	pA_I
et	119	124	115	0.10000000000000142	64	65	61	pA_I
si	126	129	117	0.18999999999999773	57	61	51	pA_I
oui	137	142	127	0.1600999999999999	64	67	60	pA_I
est	124	131	118	0.10990000000000322	65	67	61	pA_I
ce	NA	NA	NA	0.09999999999999432	54	59	49	pA_I
que	127	134	124	0.1600000000000037	56	64	48	pA_I
c'	120	128	115	0.19999999999999574	57	64	54	pA_I
est	120	128	115	0.19999999999999574	57	64	54	pA_I
quoi	141	151	132	0.10000000000000142	61	66	53	pA_I
le	122	132	114	0.07000000000000028	64	66	62	pA_I
sens	125	137	114	0.25	59	63	54	pA_I
non	128	131	127	0.10999999999999943	62	63	60	pA_I
linguistique	123	133	114	0.8000000000000043	57	64	47	pA_I
non	124	129	119	0.12999999999999545	58	62	53	pA_I
construit	136	164	115	0.47990000000000066	58	67	49	pA_I
euh	105	110	100	0.5	57	62	51	pA_I
voilà	133	139	124	0.21990000000000265	56	62	52	pA_I
enfin	170	213	128	0.45009999999999906	55	62	49	pA_I
en	NA	NA	NA	0.1600000000000037	52	56	49	pA_I
syn-	133	147	127	0.3200000000000003	58	65	52	pA_I
en	NA	NA	NA	0.1599999999999966	50	51	49	pA_I
en	NA	NA	NA	0.15990000000000038	47	49	44	pA_I
je	NA	NA	NA	0.10010000000000474	46	51	45	pA_I
l'	104	105	104	0.14009999999999678	56	60	54	pA_I
avais	104	105	104	0.14009999999999678	56	60	54	pA_I
expliqué	124	129	104	0.25	52	64	47	pA_I
ce	115	124	111	0.10990000000000322	57	62	54	pA_I
matin	130	142	118	0.21999999999999886	63	64	59	pA_I
en-	NA	NA	NA	0.0899999999999963	60	61	59	pA_I
entre	121	135	113	0.30000000000000426	58	65	51	pA_I
la	114	116	112	0.10999999999999943	61	62	60	pA_I
syntaxe	133	146	114	0.4799999999999969	62	69	52	pA_I
et	110	120	105	0.0701000000000036	61	63	60	pA_I
la	101	106	96	0.329899999999995	57	62	48	pA_I
sémantique	116	131	111	0.5700000000000003	54	64	47	pA_I
pragmatique	127	160	100	0.45000000000000284	61	68	58	pA_I
c'	157	158	157	0.10999999999999943	58	61	55	pA_I
est	157	158	157	0.10999999999999943	58	61	55	pA_I
un	210	215	202	0.25	56	64	47	pA_I
un	110	112	108	0.1600999999999999	53	60	46	pA_I
débat	123	134	107	0.29990000000000094	63	67	58	pA_I
qui	108	133	107	0.240000000000002	56	61	51	pA_I
court	142	146	138	0.14990000000000236	62	71	48	pA_I
sur	140	140	140	0.1599999999999966	61	63	58	pA_I
quarante	130	138	115	0.30000000000000426	62	69	54	pA_I
ou	120	134	113	0.0799999999999983	60	63	57	pA_I
cinquante	113	129	104	0.3299999999999983	57	61	52	pA_I
ans	162	171	152	0.13000000000000256	66	67	63	pA_I
mais	129	154	113	0.10989999999999611	65	66	63	pA_I
sur	125	132	114	0.13000000000000256	60	65	56	pA_I
la	114	123	109	0.18009999999999593	64	65	61	pA_I
sémantique	118	121	110	0.4200000000000017	59	66	53	pA_I
et	125	140	117	0.05000000000000426	64	65	63	pA_I
la	116	121	112	0.10999999999999943	66	67	65	pA_I
morpho	134	153	107	0.28999999999999915	60	65	51	pA_I
c'	199	225	151	0.12999999999999545	59	63	56	pA_I
est	199	225	151	0.12999999999999545	59	63	56	pA_I
pas	129	130	127	0.06990000000000407	62	65	56	pA_I
une	125	127	121	0.13009999999999877	62	65	58	pA_I
question	140	158	103	0.46000000000000085	58	68	50	pA_I
sur	114	118	109	0.21010000000000417	52	60	47	pA_I
lequel	124	146	105	0.30989999999999895	64	70	56	pA_I
les	121	145	115	0.14000000000000057	66	68	65	pA_I
gens	127	143	108	0.17009999999999792	62	65	58	pA_I
ont	132	143	106	0.0998999999999981	63	64	62	pA_I
des	111	124	76	0.12000000000000455	64	67	59	pA_I
positions	122	146	111	0.5300999999999974	60	63	52	pA_I
euh	106	113	103	0.16989999999999839	60	66	52	pA_I
très	129	131	125	0.19000000000000483	57	65	51	pA_I
claires	125	139	106	0.27009999999999934	62	66	55	pA_I
et	105	106	104	0.06989999999999697	58	62	53	pA_I
très	125	131	120	0.09000000000000341	56	60	52	pA_I
explicites	137	189	110	0.6499999999999986	57	67	48	pA_L
euh	135	165	128	0.38989999999999725	63	68	44	pA_B
je	130	131	126	0.19010000000000105	54	59	48	pA_I
propose	159	174	146	0.5300000000000011	63	70	52	pA_I
euh	132	157	122	0.5899999999999963	61	65	51	pA_I
que	137	160	124	0.28999999999999915	63	70	48	pA_I
donc	122	130	114	0.28999999999999915	61	64	54	pA_I
une	116	119	114	0.20000000000000284	66	69	63	pA_I
trois-	157	237	85	0.46000000000000085	67	77	59	pA_I
une	NA	NA	NA	0.1599999999999966	55	58	51	pA_I
troisième	134	142	122	0.45000000000000284	62	69	49	pA_I
demi	129	133	124	0.14999999999999858	64	66	62	pA_I
heure	141	144	133	0.3500000000000014	63	70	51	pA_I
puisse	139	143	134	0.27999999999999403	53	62	47	pA_I
être	134	145	125	0.23000000000000398	57	65	49	pA_I
consacrée	123	138	109	0.45009999999999906	59	65	51	pA_I
enfin	217	223	213	0.16989999999999839	56	64	50	pA_I
ce	NA	NA	NA	0.13000000000000256	50	52	49	pA_I
sera	105	106	105	0.1700000000000017	53	61	49	pA_I
avant	111	115	104	0.21000000000000085	57	60	51	pA_I
à	133	136	130	0.28999999999999915	59	67	45	pA_I
ce	NA	NA	NA	0.10999999999999943	50	53	46	pA_I
qu'	119	128	113	0.1600000000000037	57	62	49	pA_I
on	119	128	113	0.1600000000000037	57	62	49	pA_I
peut	138	140	134	0.07000000000000028	64	69	56	pA_I
appeler	133	143	115	0.21989999999999554	65	69	60	pA_I
des	120	137	114	0.12019999999999698	65	68	61	pA_I
questions	125	143	114	0.4899000000000058	62	71	51	pA_I
de	117	125	115	0.28000000000000114	61	65	54	pA_I
de	119	122	116	0.1700000000000017	60	65	54	pA_I
méthode	155	217	114	0.5999999999999943	63	71	51	pA_L
donc	134	138	127	0.38000000000000966	59	66	45	pA_B
euh	121	137	106	0.12999999999999545	64	66	61	pA_I
début	132	151	103	0.30989999999999895	64	70	55	pA_I
déjà	137	147	127	0.35009999999999764	64	72	54	pA_I
le	122	139	112	0.29000000000000625	62	69	53	pA_I
le	131	144	124	0.20000000000000284	59	65	50	pA_I
débat	127	142	114	0.4299999999999926	66	70	59	pA_I
euh	116	118	112	0.269999999999996	65	67	57	pA_I
synchronie	125	138	112	0.75	58	66	49	pA_I
diachronie	140	199	114	0.6800000000000068	61	69	50	pA_I
euh	NA	NA	NA	0.4399999999999977	52	55	44	pA_I
éventuellement	147	182	117	0.4700000000000131	58	63	51	pA_I
la	167	178	155	0.11009999999998854	61	62	59	pA_I
question	121	126	116	0.2597999999999985	53	58	49	pA_I
de	NA	NA	NA	0.05010000000000048	56	57	56	pA_I
savoir	112	121	107	0.3101000000000056	56	60	50	pA_I
comment	117	119	114	0.329899999999995	61	68	48	pA_I
on	109	115	103	0.28000000000000114	59	65	51	pA_I
on	118	119	116	0.09000000000000341	48	58	42	pA_I
aborde	114	125	107	0.3199999999999932	61	64	57	pA_I
cette	112	113	112	0.19989999999999952	54	58	50	pA_I
question	129	138	113	0.2301000000000073	56	63	49	pA_I
là	150	185	91	0.28999999999999204	67	72	63	pA_I
le	129	132	122	0.1700000000000017	64	66	60	pA_I
problème	137	142	125	0.45000000000000284	62	67	56	pA_I
de	122	126	118	0.35009999999999764	56	63	50	pA_I
de	123	125	120	0.10989999999999611	62	68	56	pA_I
l'	124	143	117	0.46999999999999886	60	68	54	pA_I
intuition	124	143	117	0.46999999999999886	60	68	54	pA_I
sémantique	123	138	116	0.6200000000000046	58	65	46	pA_I
euh	102	109	99	0.4099999999999966	57	62	45	pA_I
et	103	104	101	0.28010000000000446	55	59	48	pA_I
et	115	123	107	0.23000000000000398	54	63	49	pA_I
des	108	111	105	0.10999999999999943	60	63	58	pA_I
approches	116	134	105	0.4200000000000017	58	64	51	pA_I
non	117	129	114	0.15000000000000568	63	68	58	pA_I
intuitives	154	191	107	0.75	59	67	48	pA_I
euh	123	143	118	0.4399999999999977	65	69	51	pA_I
le	140	152	123	0.25	69	73	67	pA_I
rapport	143	161	128	0.4100999999999999	66	71	57	pA_I
entre	132	144	126	0.2798999999999978	61	65	52	pA_I
morphologie	125	140	115	0.6200000000000046	63	68	51	pA_I
et	124	125	123	0.07000000000000739	67	68	67	pA_I
énoncé	129	192	85	0.44999999999998863	63	67	56	pA_I
euh	134	255	106	0.20009999999999195	57	60	55	pA_I
c'	106	106	105	0.08990000000000009	53	57	51	pA_I
est	106	106	105	0.08990000000000009	53	57	51	pA_I
à	NA	NA	NA	0.10000000000000853	54	58	49	pA_I
dire	248	269	213	0.269999999999996	64	69	55	pA_I
au	109	111	107	0.09999999999999432	59	60	57	pA_I
delà	119	125	108	0.21999999999999886	62	68	55	pA_I
de	109	118	103	0.4300000000000068	59	62	52	pA_I
voilà	132	201	106	0.4299000000000035	56	63	50	pA_L
sa	114	116	112	0.11999999999999034	59	62	53	pA_B
place	129	133	124	0.30000000000001137	58	66	48	pA_I
plus	129	132	124	0.10999999999999943	60	65	50	pA_I
globale	148	174	76	0.4900000000000091	65	73	52	pA_I
et	120	129	113	0.1799999999999926	62	69	49	pA_I
puis	160	173	131	0.3301000000000016	61	69	50	pA_I
euh	125	131	117	0.29990000000000805	61	67	49	pA_I
u-	148	152	144	0.1599999999999966	53	59	46	pA_I
une	148	170	134	0.25	57	65	50	pA_I
question	139	149	123	0.5501000000000005	63	72	51	pA_I
euh	110	123	104	0.329899999999995	64	68	54	pA_I
que	109	135	96	0.730000000000004	63	68	56	pA_I
j'	114	129	106	0.3999999999999915	61	67	53	pA_I
appelle	114	129	106	0.3999999999999915	61	67	53	pA_I
plurisémie	130	178	76	0.6099999999999994	63	69	53	pA_I
c'	133	167	114	0.21000000000000796	62	67	58	pA_I
est	133	167	114	0.21000000000000796	62	67	58	pA_I
à	109	114	107	0.12999999999999545	62	65	57	pA_I
dire	144	164	107	0.3299999999999983	65	69	59	pA_I
s-	153	155	151	0.27009999999999934	53	58	49	pA_I
la	111	115	107	0.22990000000000066	61	63	56	pA_I
m-	117	118	108	0.3200000000000074	55	62	50	pA_I
la	108	111	105	0.09999999999999432	57	59	55	pA_I
question	130	161	103	0.22990000000000066	58	65	52	pA_I
de	142	151	129	0.06010000000000559	66	66	65	pA_I
la	122	129	118	0.0799999999999983	66	67	66	pA_I
multiplicité	133	153	119	0.6499999999999915	62	69	55	pA_I
des	120	145	114	0.14000000000000057	65	68	62	pA_I
strates	126	132	116	0.25	58	65	51	pA_I
interprétatives	118	138	101	0.8300000000000125	59	66	49	pA_I
dans	120	212	103	0.5699999999999932	61	67	51	pA_I
un	105	109	103	0.22000000000001307	59	65	53	pA_I
mot	124	134	109	0.1699999999999875	66	69	63	pA_I
ou	116	130	105	0.1700000000000017	65	68	63	pA_I
dans	108	117	105	0.18000000000000682	62	66	56	pA_I
un	99	105	94	0.6199999999999903	58	61	53	pA_I
morphème	110	125	100	0.6800000000000068	58	66	49	pA_I
s'	105	106	103	0.23999999999999488	55	62	48	pA_I
il	105	106	103	0.23999999999999488	55	62	48	pA_I
est	104	105	103	0.35999999999999943	56	62	48	pA_I
euh	NA	NA	NA	0.5300000000000011	50	54	45	pA_I
euh	NA	NA	NA	0.1700000000000017	52	55	47	pA_I
flexionnel	160	245	104	0.7000000000000028	60	69	49	pA_I
euh	122	138	112	0.4199999999999875	58	63	48	pA_I
voilà	119	122	114	0.3400000000000034	62	71	52	pA_L
est	NA	NA	NA	0.09000000000000341	54	56	52	pA_B
ce	NA	NA	NA	0.09999999999999432	53	55	50	pA_I
que	135	143	124	0.25	65	70	49	pA_I
le	117	124	113	0.13000000000000966	66	68	64	pA_I
le	114	119	108	0.12999999999999545	63	63	62	pA_I
sens	131	145	110	0.3199999999999932	60	65	56	pA_I
il	113	123	100	0.13000000000000966	62	65	54	pA_I
est	107	109	105	0.23999999999999488	59	65	50	pA_I
unisémique	142	205	112	0.6400000000000006	64	72	52	pA_I
y	NA	NA	NA	0.04000000000000625	63	64	62	pA_I
a	100	104	97	0.06999999999999318	61	63	60	pA_I
un	119	123	104	0.10000000000000853	62	63	60	pA_I
sens	138	194	113	0.36999999999999034	61	65	55	pA_I
ou	111	120	106	0.10000000000000853	61	63	57	pA_I
est	122	123	119	0.04999999999999716	65	67	62	pA_I
ce	NA	NA	NA	0.09999999999999432	56	58	53	pA_I
que	137	140	131	0.1700000000000017	61	66	51	pA_I
le	115	131	104	0.12999999999999545	63	65	62	pA_I
sens	129	152	75	0.27000000000001023	59	62	55	pA_I
il	113	129	82	0.14000000000000057	63	66	59	pA_I
est	113	116	111	0.09999999999999432	60	63	56	pA_I
pluristratique	135	156	113	0.6800000000000068	60	67	49	pA_I
et	114	125	109	0.19000000000001194	59	62	50	pA_I
s'	132	144	108	0.1799999999999926	58	65	52	pA_I
il	132	144	108	0.1799999999999926	58	65	52	pA_I
est	131	137	119	0.0799999999999983	65	67	62	pA_I
pluristratique	136	171	111	0.730000000000004	59	66	52	pA_I
comment	142	157	113	0.36599999999999966	62	65	53	pA_I
on	119	145	110	0.7740000000000009	60	64	54	pA_I
aborde	129	153	110	0.480000000000004	64	70	56	pA_I
ces	123	150	113	0.1599999999999966	58	62	55	pA_I
questions	136	155	99	0.37000000000000455	57	62	50	pA_I
de	126	147	117	0.25	63	66	59	pA_I
euh	109	119	103	0.20999999999999375	58	63	50	pA_L
voilà	NA	NA	NA	0.21999999999999886	54	58	51	pA_U
en	114	116	112	0.3499999999999943	54	59	48	pA_B
évitant	123	158	107	0.4099999999999966	66	72	57	pA_I
d'	122	147	110	0.22000000000001307	65	68	62	pA_I
avoir	122	147	110	0.22000000000001307	65	68	62	pA_I
cinquante	125	135	113	0.4099999999999966	59	65	54	pA_I
théories	122	141	116	0.25	65	69	57	pA_I
différentes	131	149	109	0.4099999999999966	60	64	54	pA_I
qui	134	138	125	0.28000000000000114	60	64	52	pA_I
décrivent	117	135	107	0.3100000000000023	59	64	53	pA_I
chacune	124	145	110	0.29999999999999716	59	65	54	pA_I
une	120	133	110	0.12000000000000455	64	65	63	pA_I
strate	123	126	117	0.22999999999998977	57	63	51	pA_I
différente	116	127	105	0.39000000000000057	60	65	52	pA_I
qui	113	115	108	0.0799999999999983	57	61	53	pA_I
existe	156	229	102	0.45000000000000284	64	72	56	pA_I
et	109	110	109	0.0799999999999983	65	66	64	pA_I
qui	126	131	109	0.1600000000000108	57	61	52	pA_I
s'	128	134	123	0.3299999999999983	56	62	51	pA_I
opposent	128	134	123	0.3299999999999983	56	62	51	pA_I
toutes	NA	NA	NA	0.21999999999999886	52	58	47	pA_I
les	115	123	111	0.11999999999999034	60	63	56	pA_I
unes	119	123	113	0.13000000000000966	63	64	60	pA_I
aux	106	113	102	0.06999999999999318	64	66	60	pA_I
autres	136	147	102	0.29000000000000625	59	66	50	pA_I
pour	125	131	120	0.10999999999999943	60	65	48	pA_I
le	117	122	113	0.0799999999999983	64	64	62	pA_I
plus	120	126	113	0.10999999999999943	58	63	54	pA_I
grand	115	118	111	0.12000000000000455	61	62	59	pA_I
malheur	122	140	107	0.22999999999998977	65	67	63	pA_I
de	117	131	107	0.09000000000000341	62	62	61	pA_I
tous	113	113	112	0.29000000000000625	52	59	46	pA_L
enfin	152	164	141	0.5099999999999909	63	70	52	pA_B
euh	122	166	112	0.8800000000000097	63	69	56	pA_I
on	124	126	120	0.14000000000000057	56	57	54	pA_I
pourrait	138	141	133	0.2599999999999909	60	69	51	pA_I
consacrer	136	154	124	0.8200000000000074	60	68	54	pA_I
une	144	145	143	0.23000000000000398	56	60	52	pA_I
autre	142	145	140	0.12999999999999545	63	67	57	pA_I
partie	146	153	131	0.29000000000000625	61	69	54	pA_I
de	138	151	113	0.0799999999999983	59	62	56	pA_I
la	117	121	114	0.3539999999999992	60	67	54	pA_I
de	NA	NA	NA	0.11700000000000443	55	56	53	pA_I
la	136	147	126	0.12899999999999068	59	63	53	pA_I
séance	169	192	138	0.4700000000000131	60	67	50	pA_I
à	152	162	139	0.3499999999999943	66	74	46	pA_I
euh	115	116	112	0.20000000000000284	67	70	57	pA_I
toutes	147	148	146	0.18999999999999773	56	61	51	pA_I
les	137	147	126	0.0799999999999983	65	68	58	pA_I
questions	142	154	127	0.3299999999999983	63	69	57	pA_I
difficiles	139	154	128	0.5799999999999983	63	71	55	pA_I
non	127	140	120	0.1700000000000017	64	67	62	pA_I
résolues	129	147	113	0.5499999999999972	68	72	62	pA_I
ou	122	138	116	0.20000000000001705	68	71	65	pA_I
euh	110	116	108	0.3599999999999852	61	67	49	pA_I
ou	122	125	120	0.09999999999999432	63	69	51	pA_I
autres	157	187	125	0.25	64	71	54	pA_I
c'	NA	NA	NA	0.2599999999999909	53	57	49	pA_I
est	NA	NA	NA	0.2599999999999909	53	57	49	pA_I
à	110	116	106	0.1599999999999966	57	63	49	pA_I
dire	133	167	81	0.4200000000000159	65	69	56	pA_I
euh	109	117	103	0.37000000000000455	61	65	56	pA_I
voilà	131	171	104	0.4099999999999966	62	69	53	pA_I
ce	85	90	84	0.21000000000000796	56	59	49	pA_I
qui	120	150	90	0.12999999999999545	63	68	59	pA_I
nous	148	157	140	0.12000000000000455	69	71	68	pA_I
apparait	146	159	133	0.4099999999999966	70	74	65	pA_I
comme	130	152	118	0.14000000000001478	68	71	62	pA_I
étant	128	139	115	0.19999999999998863	65	69	58	pA_I
des	132	139	123	0.12999999999999545	66	70	60	pA_I
questions	139	154	124	0.3300000000000125	63	67	59	pA_I
compliquées	165	195	112	0.5600000000000023	63	71	54	pA_I
euh	134	143	127	0.2599999999999909	67	71	51	pA_I
donc	148	157	123	0.28999999999999204	68	73	61	pA_I
euh	134	147	130	0.14000000000001478	71	72	68	pA_I
l'	146	170	129	0.38999999999998636	70	74	67	pA_I
une	146	170	129	0.38999999999998636	70	74	67	pA_I
de	149	152	143	0.0800000000000125	73	74	73	pA_I
celles	151	166	142	0.3100000000000023	68	75	58	pA_I
qui	141	223	117	0.4000000000000057	62	68	51	pA_I
ce	NA	NA	NA	0.09999999999999432	49	51	47	pA_I
qui	134	137	132	0.07999999999998408	59	69	49	pA_I
est	125	132	118	0.0700000000000216	69	71	64	pA_I
le	180	233	118	0.06999999999999318	64	66	61	pA_I
plus	128	136	123	0.10999999999998522	62	67	56	pA_I
simple	138	164	67	0.2600000000000193	65	71	58	pA_I
c'	112	136	75	0.12999999999999545	62	67	57	pA_I
est	112	136	75	0.12999999999999545	62	67	57	pA_I
la	119	122	114	0.12000000000000455	65	67	62	pA_I
question	127	145	114	0.25	61	66	56	pA_I
de	128	136	122	0.060000000000002274	66	66	65	pA_I
la	119	124	115	0.2699999999999818	62	69	51	pA_I
polycatégorialité	127	148	111	1.2800000000000011	66	71	51	pA_I
euh	104	122	73	0.28000000000000114	64	67	59	pA_I
voilà	124	136	104	0.27000000000001023	63	68	56	pA_I
